x	y
2.39019953989899	10.8504475938432
-1.80836398005875	30.475054265434
-4.6319966295883	-222.32218961417
-4.59805565867482	-147.582232464298
1.48040687967111	-19.7022914393451
-1.2196185329089	39.3975924873249
-0.171457177573562	40.6639322283083
-3.24119293049033	-86.8260481931514
-4.55556458307224	-161.544796374157
-4.39391976194173	-247.254147584509
1.04739666266711	83.8909807850366
-0.551344969100945	97.9459138893205
0.346572792784577	-77.5974089221791
0.154596937426644	39.5420884608572
-1.39357168525158	-114.426016787494
2.31813108423638	46.5129798977323
-2.3944561683547	-60.8570467615656
1.83342899514056	2.01448032133522
1.60681926487331	126.819382371823
-4.58727284781042	-213.665521810679
-2.87197569751738	-6.57486374451402
-2.14372183063241	-118.326586919697
-4.18204675856142	-176.172231793389
-4.59440412912257	-198.757195698434
3.7590371206212	82.676168347884
4.04619704421898	26.0611069405891
4.66445558688811	120.66291019803
-0.160041765850057	26.1334162429124
3.726246873255	133.475865396138
-2.20002973787488	-70.2590107659056
-3.21990575558502	-111.830597641665
-2.20239892471693	74.5536252151617
4.67381591427783	82.121108827208
-1.80969384350334	-52.6336796115806
3.12521504150946	28.2521225333622
4.98988148755854	130.472983985368
-3.28727953987535	-109.033424547418
-2.08706093816415	74.1696682048532
3.67455714786172	99.006752817713
4.32302320344514	56.7321093139356
-1.79005521200134	-114.993881738473
-0.526522936078963	49.2986520456587
-1.0015219943605	4.31886678561407
2.04816781778269	102.278601738773
4.69198415507189	126.216612443432
3.31668820619429	118.632351402229
-1.79685946404788	37.6163753078216
-1.28358662886712	-57.1942647873106
-1.02164576110507	4.14662954073568
0.741335789552581	89.7202915729197
-1.84513103069976	-136.729715541708
1.56885681514109	26.7278354831138
2.63741862850144	39.678692727257
2.47895013423588	62.4105553082803
2.61014283057774	59.5326608105286
1.63205158274251	93.6850397514271
1.26424156886723	-25.0890014367899
-0.0910852919756833	9.41873323464983
-3.53755463312266	-114.767614500799
-1.34443374646103	66.8330415237652
0.583652996264237	5.37622302829134
3.84124010281695	29.0945727476113
2.87745518511043	48.9040002445261
-1.26585112710756	-17.2844354739952
-2.62291254365021	-42.4652705237652
-3.62186328443785	-156.659831871772
-1.70715425475834	-104.468236699801
0.958889469485212	88.6904019882936
3.19494112310695	100.818423602397
-4.64676002955379	-257.213551756572
1.62979863892766	-55.0712818179112
-2.70050767702074	-103.448027892454
1.00643839035483	14.4518153519914
4.99660680070361	157.419199555554
-0.746584113569271	63.8016448638057
-3.96326713681373	-128.611870574408
3.89806639351792	2.43378777637908
4.32933896748784	51.8875394968405
-4.7265653683462	-158.927028950878
-1.83183605169497	-120.648344024248
-4.62406269722807	-232.387900556944
-2.06914838732646	-49.735738436858
-0.727291403211323	17.733064151715
-1.09902664837382	29.3669731568905
0.534626113034145	114.529598671202
-0.32552256031219	-40.0212813822348
-0.403098722641868	35.2097878873958
3.06743303223859	16.9658266209176
-1.86957701429239	8.51860961664059
-4.96642288284675	-213.560735574672
0.360413503535284	24.0896582989601
-1.94280116210822	-3.06865968165434
-1.5100968007511	3.8647287012397
-4.77909597092266	-175.879592607315
3.95400992545952	224.504344604398
4.84592610962965	123.004190545192
3.04802195543797	29.8449536277797
3.92581764558601	47.4123540099027
-2.21251607277082	-67.5801681783728
-2.12824678380426	13.102007057588
1.08587999180233	37.7540015900374
-2.3037310211471	-82.3217105941812
-0.746467404880778	-25.7974915440628
4.00256803678468	157.635896890815
3.88023474667232	31.9423528319998
4.20612748209672	84.3871190672033
2.94223040246509	142.626721711928
-2.94240399633646	-24.221419085891
2.43933694783567	-53.1099932298336
0.657448990110983	-106.332303598485
-3.37247907573938	-30.4195754142953
-0.319219345841193	-12.8252875632395
1.39534201305143	160.157152375878
-0.262455900787588	85.7367422791303
2.55887597685627	-23.5244937928071
2.60570732299504	63.844563879393
3.14817543520973	77.0357322591703
0.0379304564734595	-75.383736684011
2.84635865494905	-72.5799298006414
-4.55124054548854	-156.095676823848
4.14756471717151	72.2544623801205
-3.33827586767183	-79.8799971192569
-3.18278259047437	-67.1547336712785
-2.76517053961995	-35.8930931426
2.29156449776681	170.24786086712
-2.82669451917833	-16.1574725108918
-0.723252918442364	-10.2233754850776
-2.8185222799976	-105.290342078438
-4.10746136173022	-80.1592208235166
2.35028853982235	182.356593801022
-1.39601726382785	-51.8808850762539
-0.965561203642544	-9.08012927955149
-1.95097790889022	-48.583712873495
1.57482869763618	7.68534242352109
-2.55265239046544	-47.6450688500384
-0.763607866020691	-10.528624319547
-2.90487196664553	-16.1088682673469
-0.387959035759773	43.0958160557137
2.8666003550713	83.8922550851268
-3.74064832867153	-111.02902795856
-0.133721896043849	36.9715388690413
-0.755367034932304	51.0460981984854
-2.16879344879128	-110.687584591135
-0.665529740818557	-48.0023636702203
0.238104893471163	21.050606303393
-0.928685691174439	68.6331114845323
-1.07445702239613	-85.5791866278501
-1.58034134496951	-40.6498989860161
